path	sentence	up_votes	down_votes
common_voice_ur_31833172.mp3	قدیم اسلام ہمیشہ جدید ہوتا ہے۔	1	0
common_voice_ur_31833248.mp3	پیپلزپارٹی کا ایک فکری پس منظر ہے۔	1	0
common_voice_ur_31834017.mp3	داعش سے تیل خرینے والوں میں ایک تو خود بشار کی حکومت ہے	1	0
common_voice_ur_31834202.mp3	اور اس کی وضاحت آپ ہی کیلئے ہیں	1	0
common_voice_ur_31834410.mp3	چار کو بیٹھنے کی جگہ مل گئی	1	0
common_voice_ur_31834444.mp3	بھیس بدل کریہ لوگ نماز فجر	1	0
common_voice_ur_31835531.mp3	اکثر حکمران طبقہ مفاہمت کرتا اور حصہ دے دیتا ہے۔	1	0
common_voice_ur_31835553.mp3	ایسا وہ کرے گا۔	1	0
common_voice_ur_31835564.mp3	اس سوال کا تعلق کسی کی فتح و شکست سے بھی نہیں ہے۔	1	0
common_voice_ur_31835588.mp3	مجھے امریکہ کے بارے میں کوئی خوش گمانی نہیں ہے۔	1	0
common_voice_ur_31836002.mp3	ایسا ہو نہیں سکتا۔	1	0
common_voice_ur_31837516.mp3	ائی سی سی کے چیئرمین ظہیر عباس کل بھارت جائیں گے	1	0
common_voice_ur_31838768.mp3	کہ گرین ہاؤس ایفیکٹ سے مراد	1	0
common_voice_ur_31840043.mp3	یہ سوچ غلط ہے۔	1	0
common_voice_ur_31840245.mp3	یہ فوج بہت سے محاذوںپر لڑ رہی ہے۔	1	0
common_voice_ur_31840338.mp3	ان کی ججی برقرار ہے۔	1	0
common_voice_ur_31842016.mp3	اب وقت گزر چکا ہے۔	1	0
common_voice_ur_31843861.mp3	شردہا کپور ولن بننے کی خواہش مند	1	0
common_voice_ur_31844073.mp3	جو ہمارے ارد گرد کے ماحول میں بسیرا کرتے ہیں	1	0
common_voice_ur_31844230.mp3	تو فوج کی مداخلت سے۔	1	0
common_voice_ur_31844235.mp3	اس علاقے میں گاڑیوں کے پیچھے لٹکنا خطرناک ضرور ہے ، مگر یہ لوگوں کے روزمرہ معمول کا حصہ ہے ۔	1	0
common_voice_ur_31844306.mp3	اپلائنسز انڈسٹری	1	0
common_voice_ur_31844621.mp3	ویسے ہی نہیں ہو رہا۔	1	0
common_voice_ur_31844772.mp3	اور آسانی سے شکار ہو ج ہیں	1	0
common_voice_ur_31845133.mp3	اس کے برعکس اپنا فیصلہ صادر کریں تو اس سے عدالتوں کا وقار مجروح ہوتا ہے	1	0
common_voice_ur_31847354.mp3	پیلز عوام کو زیادہ گھبراہٹ دینے کے بجاے ان کی حوصلہ افزائی کریں	1	0
common_voice_ur_31847611.mp3	وزارت صحت کا مقصد اس بیماری کے بارے میں شعور اجاگر کرنا ہے	1	0
common_voice_ur_31847636.mp3	اور وزیراعظم عمران خان بھی اس کے مداحوں میں سے ہیں	1	0
common_voice_ur_31847859.mp3	وہ آزادی کا ماحول ہے۔	1	0
common_voice_ur_31848126.mp3	بننے والی ایک درجن سے زائد	1	0
common_voice_ur_31848166.mp3	پاکستانی فوج یہ تماشا دیکھتی رہی۔	1	0
common_voice_ur_31849871.mp3	قدامت پسند سیاسی امیدواروں کو ووٹ دینا پسند کرتا ہوں	1	0
common_voice_ur_31850025.mp3	ہمارے اردگرد تو خیر سے	1	0
common_voice_ur_31850180.mp3	حکومت نے استعمال شدہ گاڑیوں کی غیر رسمی کمرشل درامد ختم کردی	1	0
common_voice_ur_31850577.mp3	باکسر محمد وسیم ایک مرتبہ پھر میدان میں اترنےکیلئے تیار ہیں	1	0
common_voice_ur_31851079.mp3	روایت کے الفاظ ہیں	1	0
common_voice_ur_31852727.mp3	فون	1	0
common_voice_ur_31852753.mp3	شناختی کارڈ کی تصدیق ہونے کی صورت میں سکرین پر ٹک کا نشان سامنے آ جائے گا	1	0
common_voice_ur_31852774.mp3	یہ ضروری معلوم ہوتا ہے	1	0
common_voice_ur_31852781.mp3	ان باتوں سے نکلیں۔	1	0
common_voice_ur_31852820.mp3	صرف ایک رپورٹ اچھی تھی اور وہ تھی۔	1	0
common_voice_ur_31852842.mp3	گرم علاقوں سے ٹھنڈے علاقوں کی طرف	1	0
common_voice_ur_31852893.mp3	پہلے مذہبی سیاست کا بیانیہ ایجابی تھا۔	1	0
common_voice_ur_31853365.mp3	جگہ جگہ میخانے تھے۔	1	0
common_voice_ur_31854774.mp3	یہ سوچتے سوچتے اپنا راستہ لیتا	1	0
common_voice_ur_31854848.mp3	وہ جنگل میں بھٹک رہی تھی کئی سال سپین میں رہیں	1	0
common_voice_ur_31855219.mp3	ئی کی اس مزد ور تحریک نے آ نے والے دنوں	1	0
common_voice_ur_31856050.mp3	لیکن فرشتوں اور جنات کے انسانی زندگیوں میں کردار	1	0
common_voice_ur_31856193.mp3	حاسد کہیں گے۔	1	0
common_voice_ur_31856321.mp3	پھر ملیں گے	1	0
common_voice_ur_31856345.mp3	اب نہ ٹھکانہ نہ منزل، نہ مقصدحیات۔	1	0
common_voice_ur_31856360.mp3	زیادہ نشستوں پر کامیابی حاصل کی	1	0
common_voice_ur_31856603.mp3	یہ کہاں سے آئے گی؟	1	0
common_voice_ur_31856672.mp3	ایسا لگتا ہے۔	1	0
common_voice_ur_31856842.mp3	لوگوں کو علم تھا کہ ان	1	0
common_voice_ur_31856876.mp3	سیمسنگ ایم اے ای	1	0
common_voice_ur_31856996.mp3	نئی سوچ بھی درکار ہے۔	1	0
common_voice_ur_31857056.mp3	بارش جلدی بند ہو جائے گی۔	1	0
common_voice_ur_31857088.mp3	تو وہ ایک ناقابل ذکر پرندہ ہے۔	1	0
common_voice_ur_31857148.mp3	ایک تو ان کی زبان ہی ایسی لگتی ہے۔	1	0
common_voice_ur_31857982.mp3	اس راستے میں نوازشریف حائل ہیں۔	1	0
common_voice_ur_31858014.mp3	بلکہ محبت تھی	1	0
common_voice_ur_31858968.mp3	کامن ویلتھ گیمز انگلینڈ پہلی سٹریلیا دوسری اور ملائشیا کی تیسری پوزیشن	1	0
common_voice_ur_31859032.mp3	گاہک نہیں آرہے۔	1	0
common_voice_ur_31859990.mp3	ہالی ووڈ جانے کی	1	0
common_voice_ur_31860093.mp3	اداکارہ سمرن کیسی خوبصورتی ہے	1	0
common_voice_ur_31860122.mp3	پاکستان کے سابق	1	0
common_voice_ur_31860223.mp3	یہ انفرادی بصیرت سے اجتماعی بصیرت کی طرف سفر ہے۔	1	0
common_voice_ur_31860288.mp3	ایسے افراد جو ملازمت کررہے تھے	1	0
common_voice_ur_31860644.mp3	انگلش پریمیئر لیگ فٹبال مانچسٹریونائیٹڈ اور لیسسٹر سٹی کی ٹیمیں مدمقابل ہونگی	1	0
common_voice_ur_31860705.mp3	اسٹاک ایکسچینجتی	1	0
common_voice_ur_31860794.mp3	مقتول کو ذاتی دشمنی پر عامر نامی شخص نے قتل کردیا	1	0
common_voice_ur_31860831.mp3	خواتین تیزی کے ساتھ معاشی عمل کا حصہ بن چکی ہیں۔	1	0
common_voice_ur_31860842.mp3	چند افراد اسلام آباد میں مل بیٹھیں گے۔	1	0
common_voice_ur_31860876.mp3	یہ بھونڈا استدلال ہے۔	1	0
common_voice_ur_31861456.mp3	اب تو کسی کی تعریف بھی کرنا پڑی تو احتیاط برتنی ہو گی	1	0
common_voice_ur_31864511.mp3	نہ کوئی مصرف ہے۔	1	0
common_voice_ur_31864801.mp3	یہ ایک شان دار روحانی تجربہ تھا۔	1	0
common_voice_ur_31864856.mp3	اورکریں بھی کیا؟	1	0
common_voice_ur_31864877.mp3	سعودی مسلح افواج کے سربراہ جنرل فیاض بن حامد الرویلی نے بحرین کا دورہ کیا	1	0
common_voice_ur_31865002.mp3	شہر سے دور ہونے کے باعث	1	0
common_voice_ur_31866059.mp3	حقائق کو توڑ مروڑ کر پیش کرنا شاید بی بی سی سے زیادہ کوئی نہیں جانتا	1	0
common_voice_ur_31866238.mp3	شوق دا کوئ مُل نہیں۔	1	0
common_voice_ur_31866359.mp3	پولیس پہ بھی رونا ہے۔	1	0
common_voice_ur_31866593.mp3	ہماری یونیورسٹی انتظامیہ نے	1	0
common_voice_ur_31866619.mp3	پاکستان کے مطالبے کی یہی بنیاد تھی۔	1	0
common_voice_ur_31866651.mp3	پولیس کی اصلاح ہو۔	1	0
common_voice_ur_31866658.mp3	نہ افغانستان میدان جنگ وہ ہوتا ہے۔	1	0
common_voice_ur_31866695.mp3	یہ وقت لیکن عمل کا ہے۔	1	0
common_voice_ur_31866709.mp3	رویوں میں توازن رکھنے کو اعتدال کہتے ہیں۔	1	0
common_voice_ur_31866713.mp3	صبر اسی طرح نتیجہ خیز ہوتا ہے۔	1	0
common_voice_ur_31867088.mp3	اس نے اپنے چوبیس سالہ دور میں بڑی بڑی جنگیں لڑیں	1	0
common_voice_ur_31869223.mp3	ملتان کے شائقین کرکٹ کو پاکستان اور ویسٹ انڈیز کے مابین میچ کا انتظار	1	0
common_voice_ur_31869572.mp3	تمام اخراجات متعلقہ محکمہ ادا کرے گا۔	1	0
common_voice_ur_31870342.mp3	آخر یہ دونوں لڑ کیوں رہے ہیں	1	0
common_voice_ur_31870343.mp3	بات کرتے ہیں۔	1	0
common_voice_ur_31870369.mp3	یہ ملک کے لئے کوئی نیک شگون نہیں۔	1	0
common_voice_ur_31870484.mp3	مالی بد دیانتی کا ارتکاب ممکن ہے۔	1	0
common_voice_ur_31870524.mp3	کبھی کبھار جذباتی ہو جاتا ہوں	1	0
common_voice_ur_31870525.mp3	فوری رد عمل ظاہر کرتا ہوں	1	0
common_voice_ur_31870576.mp3	کتابوں کی اس دکان میں یہ دیوار اُن بک مارکس کےلیے مخصوص ہے	1	0
common_voice_ur_31870591.mp3	ہمیں اپنا رویہ بدلنا ہوگا	1	0
common_voice_ur_31870609.mp3	اور پھر میرے جسم کے ٹکڑے ٹکڑے کر دیے جاتے ہیں	1	0
common_voice_ur_31870613.mp3	اس کو انا کا مسئلہ مے بناؤ	1	0
common_voice_ur_31870734.mp3	پیشیاں بھگتنی ہوں۔	1	0
common_voice_ur_31870784.mp3	لوگوں کی توہین کرتا ہوں	1	0
common_voice_ur_31870791.mp3	یا داتا دربار دیگیں چڑھائی جائیں؟	1	0
common_voice_ur_31870820.mp3	مجھے ڈر رہتا ہے کے میں کچھ غلط کر دوں گا	1	0
common_voice_ur_31870840.mp3	تھوڑا بولو سچ بولو۔	1	0
common_voice_ur_31871093.mp3	بھارتی میڈیا میں	1	0
common_voice_ur_31871282.mp3	اس صورتحال میں کچھ تبدیلی آنی ہے۔	1	0
common_voice_ur_31871324.mp3	تو انہوں نے اس کے مفہوم پر توجہ دی	1	0
common_voice_ur_31871467.mp3	کہ حقیقت خرافات میں کھو گئی ہے۔	1	0
common_voice_ur_31871482.mp3	کوئی نئی کتاب مارکیٹ میں آتی تھی۔	1	0
common_voice_ur_31871518.mp3	اگر ساون آن پہنچا ہے۔	1	0
common_voice_ur_31872621.mp3	پیپلزپارٹی کے پاس کو ئی متبادل ہے؟	1	0
common_voice_ur_31873567.mp3	جاپانی جواب دیتے ہیں کہ رعایتیں دینے کے لیے پہلا مرحلہ بہت جلدی تھا	1	0
common_voice_ur_31873708.mp3	موراکو میں تاریخی میراتھن ریس شروع ایک ہزار سے زائد ایتھلیٹس شریک	1	0
common_voice_ur_31874214.mp3	گھر پے کوئی نہیں تھا۔	1	0
common_voice_ur_31874235.mp3	ٹورڈی فرانس سائیکل ریس اینمک وین نے سب کو پچھاڑدیا	1	0
common_voice_ur_31874361.mp3	میں کون ہوتا ہوں تمہیں معاف کرنے والا	1	0
common_voice_ur_31874964.mp3	عراق پہ حملہ ہوتا ہے۔	1	0
common_voice_ur_31875091.mp3	آج اس کام میں میں زیادہ تعاون نہیں کر سکا	1	0
common_voice_ur_31875135.mp3	بیماری کیا ہے؟	1	0
common_voice_ur_31875151.mp3	ہمارے حالات دیکھیے۔	1	0
common_voice_ur_31875172.mp3	ونڈوز ایکس پی کی سپورٹ ختم ہونے کی بعد اس پر وائرسز کے حملے عام ہوسکتے ہیں	1	0
common_voice_ur_31875330.mp3	کہ انہیں کسی مناسب وقت کا انتظار ہو۔	1	0
common_voice_ur_31875332.mp3	شخصی تعمیر سے ہمیں اجتماعی تعمیر کی طرف بڑھنا ہے۔	1	0
common_voice_ur_31875403.mp3	بات کرتے ہیں ہم اخلاقیات کی اورریاست مدینہ کی	1	0
common_voice_ur_31875414.mp3	اردو زبان تو آنی چاہیے اردو پاکستان کی قومی زبان ہے	1	0
common_voice_ur_31876132.mp3	وہ صرف نظری ابہام پیدا کرتے ہیں۔	1	0
common_voice_ur_31876298.mp3	آگے دیکھئے ہوتا ہے۔	1	0
common_voice_ur_31877808.mp3	کروڑ روپے سے زیادہ بنتی ہے۔	1	0
common_voice_ur_31877827.mp3	حکومت نے نئی سال کی آمد پر موبائل صارفین کے لیے فونز کی درآمد پرسبسڈی دینے کا اعلان کیا ہے	1	0
common_voice_ur_31877945.mp3	کیا کہہ رہی ہیں۔	1	0
common_voice_ur_31878422.mp3	دہشت گردی نے تب سر نہ اٹھایا تھا۔	1	0
common_voice_ur_31878508.mp3	ہر آنے والا دن اس کے عجائب سے پردہ اٹھا رہا ہے۔	1	0
common_voice_ur_31878577.mp3	درگوا	1	0
common_voice_ur_31878585.mp3	مردان کےمرد بحران یونس خان کل ایک نیا سنگ میل عبور کرنے کو تیار	1	0
common_voice_ur_31878766.mp3	لیکن ریپبلکن مارج روکیما آر نیو جرسی	1	0
common_voice_ur_31878768.mp3	انٹیگوا اور باربودا	1	0
common_voice_ur_31878770.mp3	فواد چوہدری نے بی بی سی کی بولتی بند کردی	1	0
common_voice_ur_31878782.mp3	مطلب ایمپائر اور خلافت میں سیٹ کیا گیا ہے	1	0
common_voice_ur_31878791.mp3	غلط نظریات نھیں	1	0
common_voice_ur_31878963.mp3	اور اکثریت کا ماننا ہے کہ ناکامی کی اصل وجہ مصباح الحق کی دفاعی حکمت عملی ہے ۔	1	0
common_voice_ur_31879128.mp3	آزمائش کا ایک نیا مرحلہ سامنے ہے۔	1	0
common_voice_ur_31879250.mp3	میرا ارباب اختیار سے درخواست ہونا کہ قدرت کا یِہ حسین نمونہ کو ختم ہونا سے بچنا	1	0
common_voice_ur_31879263.mp3	میرا خیال ہے کہ اپنی سی کوشش تو بہر حال لازم ہے۔	1	0
common_voice_ur_31879328.mp3	وہ بھی مجھے کافی حیران کن لگتا ہے۔	1	0
common_voice_ur_31879508.mp3	زینب قتل کیس کا فیصلہ قابل تحسین ہے۔	1	0
common_voice_ur_31879692.mp3	ٹےکی قیمت عام دمی کی قوت خرید سے باہر ہونے لگی	1	0
common_voice_ur_31879835.mp3	اس سے دعوت کو نقصان پہنچتا ہے۔	1	0
common_voice_ur_31879914.mp3	جب جمہوریت کی بات ہوتی ہے۔	1	0
common_voice_ur_31881451.mp3	پرہیز علاج سے بہتر ہے	1	0
common_voice_ur_31881503.mp3	اور ہوبھی کیوں۔	1	0
common_voice_ur_31881597.mp3	چوک کراس کیجئے	1	0
common_voice_ur_31882047.mp3	پاکستان نے ویسٹ انڈیز کو رنز سے عبرتناک شکست دیدی	1	0
common_voice_ur_31882292.mp3	آج یہ عمران خان اور زرداری صاحب کے ہاتھ میں ہے۔	1	0
common_voice_ur_31882401.mp3	بھی یہ ظاہر کرتا ہے کہ وہ کسی ناگہانی آفت کا شکار	1	0
common_voice_ur_31882480.mp3	بند ذہن ہے۔	1	0
common_voice_ur_31882494.mp3	جبکہ یونیورسٹی کینٹین کے کنارے لگا چیڑ کا درخت خاموش ہےاور ٹھنڈی ہوا کے جھونکوں کا منتظر ہے	1	0
common_voice_ur_31882553.mp3	وزیر اعظم ہیں۔	1	0
common_voice_ur_31882668.mp3	سفر نامے میں یہ تعداد قلیل ہے	1	0
common_voice_ur_31882947.mp3	دروازہ کھولنے کا فیصلہ تو ہمیں خود کرنا ہوتا ہے۔	1	0
common_voice_ur_31883045.mp3	پھر آپ نے کیا سوچ کر پولیس جوائن کی	1	0
common_voice_ur_31885190.mp3	ان دونوں نے کہا: سبحان اللہ، یا رسول اللہ	1	0
common_voice_ur_31885246.mp3	کہ شبانہ اعظمی کو فوری طور پر ممبئی کے	1	0
common_voice_ur_31885262.mp3	جو بت قوم نوح میں پوجے جاتے تھے	1	0
common_voice_ur_31885271.mp3	ان کی بقول سمارا میں آنی والازلزلہ دراصل اس طویل عمل کی ایک یاد دہانی تھا	1	0
common_voice_ur_31885272.mp3	ملک میں ہر طرف راوی چین لکھتا ہے	1	0
common_voice_ur_31885306.mp3	ایک چسپ اور چونکا د والا انکشاف ہے	1	0
common_voice_ur_31885331.mp3	عروہ اور فرحان برلن میں کیا کررہے ہیں	1	0
common_voice_ur_31885458.mp3	اس کا نقصان کونسل سے زیادہ اسلام کو پہنچ رہا ہے۔	1	0
common_voice_ur_31885488.mp3	اسپینش کلب ریال میڈرڈ نے انٹر میلان کو شکست دے دی	1	0
common_voice_ur_31885527.mp3	کیونکہ پاکستان کرکٹ جب ایک مربوط نظام کے تحت چلنا شروع ہوگئی	1	0
common_voice_ur_31885647.mp3	"یہ کیفیت بے آواز مگر بے قرار کر دینے والی ہوتی ہے"""	1	0
common_voice_ur_31886129.mp3	آج یہ نمائندگی سیاسی جماعتیں کرتی ہیں	1	0
common_voice_ur_31886211.mp3	تو پاکستان کی سیاسی جماعتیں یہ کیوں نہ کر سکیں؟	1	0
common_voice_ur_31886282.mp3	اپنے ضمیر کی آواز کو سنتا ہوں	1	0
common_voice_ur_31886325.mp3	اور پھر برخورداران میاں شہباز شریف۔	1	0
common_voice_ur_31886476.mp3	سچ تو یہ ہے کہ ہم فضا میں دوسری گیسوں کے اخراج پر تو پابندی لگاسکتے ہیں	1	0
common_voice_ur_31886478.mp3	اس کے برخلاف ویلفیئر ریاست میں فرد مقدم ہوتا ہے۔	1	0
common_voice_ur_31886558.mp3	ایسو نے کہا کہ وائٹنگ فیلڈ نے منگل کو پیداوار شروع کی	1	0
common_voice_ur_31886798.mp3	ایک پرچی نے مجھے دونوں	1	0
common_voice_ur_31886815.mp3	ہم بھی نکمّے ٹھہرے۔	1	0
common_voice_ur_31886816.mp3	پنجاب اور اسلام اباد میں سی این جی کی قیمت میں کمی	1	0
common_voice_ur_31886934.mp3	جسک باعث اس پھل پھول کا موقعہ	1	0
common_voice_ur_31886938.mp3	جیمی کہتی ہیں اس بات کی واضح شواہد موجود ہیں پلیٹ دو حصوں میں ٹوٹ رہی ہی۔	1	0
common_voice_ur_31886962.mp3	ہم ایک ماسک لگانے سے تنگ ہیں	1	0
common_voice_ur_31886976.mp3	جس کے سبب پاکستان کرکٹ تنزلی کی جانب گامزن ہے ۔	1	0
common_voice_ur_31887289.mp3	انشا اللہ جلد ہی سب کچھ ٹھیک ہو جائے گا	1	0
common_voice_ur_31887361.mp3	معاملے میں حکومت ہی کو بروئے کار آنا	1	0
common_voice_ur_31887484.mp3	ان کے باب میں تاریخ پر انحصار نہیں کیا جائے گا۔	1	0
common_voice_ur_31887721.mp3	پرندہ اللہ تعالی کرنا حسین تخلیق ہونا جو ہمارہ ارد گرد کا ماحول میں بسیرا کرنا ہونا	1	0
common_voice_ur_31887794.mp3	جیمی مک کائی سنگاپور میں قائم اداری ارتھ آبرو یٹری سی منسلک ایک ماہر ارضیات ہیں۔	1	0
common_voice_ur_31887866.mp3	شاز و ناذر ہی شکایت کرتا ہوں	1	0
common_voice_ur_31887886.mp3	جو پہلے یہاں قابض تھا پاکستان میں کوئی بھی بے ہودگی ہو اس ادارے کے کارندے اسے رپورٹ ضرور کرتے ہیں	1	0
common_voice_ur_31887893.mp3	ازوریس کا معیاری وقت	1	0
common_voice_ur_31887895.mp3	بعض کے کالم کبھی کبھارکسی اخبار میں چھپ جاتے ہیں۔	1	0
common_voice_ur_31887939.mp3	نہ کہ دہلی۔	1	0
common_voice_ur_31887965.mp3	نوجوان کرکٹر حسین طلعت اور اصف علی کا ٹی میں ڈیبیو	1	0
common_voice_ur_31888027.mp3	ایسا ہو گا۔	1	0
common_voice_ur_31888058.mp3	وہ بلا کس کو کیا روک گے	1	0
common_voice_ur_31888073.mp3	بیماریوں میں مبتلا ہوجاتے ہیں	1	0
common_voice_ur_31888120.mp3	وہ بھی دھرنے والوں کے ہمنوا بن گئے۔	1	0
common_voice_ur_31888129.mp3	پریٹنگ سسٹمز کی سہولیات سے فائدہ اٹھائیں	1	0
common_voice_ur_31888130.mp3	اس نسل کی سیاسی تربیت ہماری نسل کی ذمہ داری ہے۔	1	0
common_voice_ur_31888154.mp3	تو اس میں سعودی عرب کا حصہ ہے۔	1	0
common_voice_ur_31888179.mp3	محبت کا معاملہ کچھ ایسا ہی ہے۔	1	0
common_voice_ur_31888183.mp3	گالی دینا گناہ ہے۔	1	0
common_voice_ur_31888185.mp3	نئی سوچ کی ضرورت ہر شعبے میں تھی۔	1	0
common_voice_ur_31888231.mp3	وہ تو وقت ہی بتائے گا۔	1	0
common_voice_ur_31888274.mp3	انہوں نے کہا	1	0
common_voice_ur_31888324.mp3	کیا سماں تھا۔	1	0
common_voice_ur_31888337.mp3	دلچسپ امر یہ ہے۔	1	0
common_voice_ur_31888383.mp3	سحری سے پہلے قرآن مجید کھولا سورہ بقرہ سامنے تھی۔	1	0
common_voice_ur_31888411.mp3	انٹرنیشنل چیلنج ہاکی کپ سٹریلیا نے پاکستان کو سے شکست دے دی	1	0
common_voice_ur_31888455.mp3	اب تو حالت یہاں تک جا پہنچی ہے کہ عدلیہ کے	1	0
common_voice_ur_31888456.mp3	ان میں سے وہ صرف دو جیتنے	1	0
common_voice_ur_31888532.mp3	انگریزوں نے اشرافیہ کو ساتھ ملایا۔	1	0
common_voice_ur_31888574.mp3	سٹاک مارکیٹ میں	1	0
common_voice_ur_31888643.mp3	ابتدا میں اسی طرح کے موضوعات پر لکھنے کی کوشش کی	1	0
common_voice_ur_31888688.mp3	خدا خیر کرے۔	1	0
common_voice_ur_31888694.mp3	اور چند دن بعد دنیاوی کاموں میں مشغول ہو جائیں	1	0
common_voice_ur_31888698.mp3	یہاں کی خوبصورتی مٹی ہو گئی	1	0
common_voice_ur_31888723.mp3	لوگوں کے بیان پر بھروسہ کرتا ہوں	1	0
common_voice_ur_31888732.mp3	خود ساختہ اصول کے تحت فیصلہ کیا تھا	1	0
common_voice_ur_31888804.mp3	شاہین دوسرے پریکٹس میچ میں نارتھ ہمپٹن شائر کیخلاف میدان میں اتریں گے	1	0
common_voice_ur_31888805.mp3	وہ بڑی احتیاط سے کھیلنا ہوگا چین کے	1	0
common_voice_ur_31888806.mp3	جس سے گرمی میں اضافہ ہوتا ہے ۔	1	0
common_voice_ur_31888809.mp3	سنگاپور کے پاس بھی زمین کی کمی ہے۔	1	0
common_voice_ur_31888830.mp3	قاری کو افسردہ کر دیتی ہے	1	0
common_voice_ur_31888870.mp3	وہ اگر اپنے علاوہ کسی کی بہادری کا ذکر کرتے ہیں۔	1	0
common_voice_ur_31888876.mp3	سنگاپور کے پاس بھی زمین کی کمی ہے۔	1	0
common_voice_ur_31888879.mp3	اس دوران کچھ فلمیں	1	0
common_voice_ur_31888929.mp3	کہ وہ آٹھ گھنٹے کے کھیل میں	1	0
common_voice_ur_31888950.mp3	پیچیدہ مسائل کو حل کر سکتا ہوں	1	0
common_voice_ur_31888985.mp3	ہی یہی کہ کوئی حل ہاتھ نہیں آ رہا۔	1	0
common_voice_ur_31888993.mp3	برائیڈل کوچیور ویک میں فیشن کے جلوے	1	0
common_voice_ur_31888995.mp3	کہ جنگلات بہت جلدختم ہو جائیں گے ۔	1	0
common_voice_ur_31889044.mp3	دنیا میں بقا کی جنگ نئے دور میں داخل ہو رہی ہے۔	1	0
common_voice_ur_31889052.mp3	فتوے کا لفظ دو موقعوں پر استعمال ہوتا ہے	1	0
common_voice_ur_31889068.mp3	گواڈیلوپ	1	0
common_voice_ur_31889094.mp3	کس لئے، کس بڑے مقصد کے حصول کیلئے؟	1	0
common_voice_ur_31889154.mp3	اٹلی	1	0
common_voice_ur_31889174.mp3	اپنے سے لگائی گئی امیدوں سے بہترکام کرتا ہوں	1	0
common_voice_ur_31889179.mp3	سلمان ریس میں سیف کے کامیاب کردار پر قابض	1	0
common_voice_ur_31889212.mp3	اسٹریلیاکے ویزے نہ ملنے پر پاکستان کی کبڈی ورلڈ کپ میں شرکت مشکوک	1	0
common_voice_ur_31889222.mp3	دوچار افراد میں تنہائی کا عنصر ابھر کر سامنے آتا ہے	1	0
common_voice_ur_31889242.mp3	انتخاب کا پیغام ملا ہے	1	0
common_voice_ur_31889282.mp3	نشست سے نکالا گیا	1	0
common_voice_ur_31889298.mp3	ان کی چاندی ہو گئی۔	1	0
common_voice_ur_31889330.mp3	روحانیت کا سامان گاڑی میں پڑا تھا۔	1	0
common_voice_ur_31889345.mp3	میرا دیوتا کمرے کے باہر	1	0
common_voice_ur_31889439.mp3	وہ میری خوابگاہ میں آیا	1	0
common_voice_ur_31889477.mp3	سننے کے بعد گویا ہوئے،	1	0
common_voice_ur_31889489.mp3	لیکن آپ نے کبھی اس بات پر غور کیا ہے	1	0
